iter	Logloss
276	0.2387633682
277	0.2387286496
278	0.2386808724
279	0.2386132464
280	0.2385793716
281	0.2385288725
282	0.2384931483
283	0.238451122
284	0.2384045506
285	0.2383394323
286	0.2383074095
287	0.2382705005
288	0.2381561303
289	0.2381011242
290	0.2380393714
291	0.2379737629
292	0.2379234751
293	0.2378527878
294	0.2377992867
295	0.237755726
296	0.237708034
297	0.2376749289
298	0.2376128405
299	0.2375544419
300	0.2375102004
301	0.2374457335
302	0.237400626
303	0.2373632117
304	0.2373338019
305	0.2372855193
306	0.237242569
307	0.2372005032
308	0.2371233098
309	0.2370578012
310	0.2370287769
311	0.2369886791
312	0.2369349841
313	0.2368889612
314	0.2368526663
315	0.2368193981
316	0.2367801306
317	0.2367238806
318	0.2366839633
319	0.236639922
320	0.2365519149
321	0.2364879729
322	0.2364491243
323	0.2363762316
324	0.2363230738
325	0.2362969392
326	0.2362601978
327	0.2362360176
328	0.2361958285
329	0.2361596509
330	0.2361176431
331	0.2360297644
332	0.2360013165
333	0.235959614
334	0.2359163289
335	0.2358650565
336	0.2358229781
337	0.2357783279
338	0.2357379423
339	0.2357161503
340	0.2356805225
341	0.2356160963
342	0.2355796382
343	0.2355448258
344	0.2354814794
345	0.2354546282
346	0.2354177167
347	0.2353705003
348	0.2353334505
349	0.2352997809
350	0.2352659864
351	0.2352186922
352	0.235195467
353	0.2351388639
354	0.2350819776
355	0.235027015
356	0.2349782915
357	0.2349416234
358	0.23491326
359	0.2348779073
360	0.2348540088
361	0.2348240356
362	0.2347887167
363	0.234737595
364	0.2347042552
365	0.2346735197
366	0.2346446288
367	0.2346179366
368	0.2345327789
369	0.2345009735
370	0.2344545625
371	0.2344238653
372	0.2343923886
373	0.234357607
374	0.2343266156
375	0.2343015248
376	0.2342487972
377	0.2342080323
378	0.2341527064
379	0.2341342944
380	0.2341025262
381	0.2340565341
382	0.2340270082
383	0.2339972535
384	0.2339652467
385	0.2339246054
386	0.233890895
387	0.2338657919
388	0.2338299923
389	0.2337668523
390	0.2337238587
391	0.2337008349
392	0.233656565
393	0.2336336969
394	0.2336003299
395	0.2335603372
396	0.2335363732
397	0.233505088
398	0.2334852677
399	0.2334539589
400	0.2334231086
401	0.2333957283
402	0.2333675291
403	0.2333249866
404	0.2332972075
405	0.2332682387
406	0.2332459562
407	0.2332143411
408	0.2331946406
409	0.2331526774
410	0.2331137583
411	0.2330884687
412	0.2330698627
413	0.2330430164
414	0.2330185187
415	0.2329923692
416	0.2329467676
417	0.2329258848
418	0.2328980167
419	0.2328669119
420	0.2328491473
421	0.232822679
422	0.2327917472
423	0.232750907
424	0.2327310879
425	0.2327069955
426	0.232678008
427	0.2326458815
428	0.232624822
429	0.2325821198
430	0.2325649223
431	0.2325253978
432	0.2324275765
433	0.2323985015
434	0.2323781524
435	0.2323411644
436	0.2323099198
437	0.2322830402
438	0.2322479474
439	0.2322247938
440	0.2322059829
441	0.2321916912
442	0.2321759529
443	0.2321481108
444	0.2321283881
445	0.2321052643
446	0.2320669718
447	0.2320308409
448	0.2320027703
449	0.2319820209
450	0.2319420936
451	0.2319241573
452	0.2318977113
453	0.231870629
454	0.231835331
455	0.231811703
456	0.2317813815
457	0.2317601256
458	0.2317415272
459	0.2317118888
460	0.2316679278
461	0.2316244054
462	0.2316006687
463	0.2315809423
464	0.2315567732
465	0.2315392607
466	0.2315153598
467	0.2314974259
468	0.2314703301
469	0.2314378378
470	0.2314184796
471	0.2313763259
472	0.2313387523
473	0.2313136924
474	0.2312946307
475	0.2312725434
476	0.2311949034
477	0.2311764976
478	0.231133273
479	0.2310999888
480	0.2310634901
481	0.23103888
482	0.2309980397
483	0.2309706758
484	0.2309530003
485	0.2309326129
486	0.230913482
487	0.230888836
488	0.2308419186
489	0.2308265842
490	0.230791285
491	0.230778996
492	0.2307431174
493	0.2307231698
494	0.2307046047
495	0.2306756742
496	0.2306456837
497	0.2306327844
498	0.2306162109
499	0.2305858173
500	0.2305617607
501	0.2305403268
502	0.2305139487
503	0.2304971318
504	0.2304377969
505	0.2304179334
506	0.2303915453
507	0.2303308842
508	0.2303152793
509	0.2302837729
510	0.2302636153
511	0.2302379872
512	0.2302065328
513	0.2301746853
514	0.2301544571
515	0.2301276802
516	0.2301019162
517	0.2300723828
518	0.2300526292
519	0.230017346
520	0.2299692945
521	0.2299534623
522	0.2299234063
523	0.2299050821
524	0.2298793699
525	0.229857064
526	0.2298203526
527	0.2297924451
528	0.2297778668
529	0.2297586222
530	0.2297364002
531	0.2297030492
532	0.2296803862
533	0.2296507861
534	0.2295969175
535	0.2295757543
536	0.2295440762
537	0.2295164775
538	0.2294945434
539	0.229466768
540	0.2294509616
541	0.229431145
542	0.2293824399
543	0.2293549562
544	0.2293338016
545	0.2293082636
546	0.2292795889
547	0.2292603987
548	0.2292293481
549	0.2292132489
550	0.2291953905
551	0.2291709423
552	0.2291449275
553	0.2291168173
554	0.2290790991
555	0.2290587711
556	0.2290265531
557	0.228999986
558	0.2289844463
559	0.2289733445
560	0.2289482489
561	0.2289298888
562	0.2289109877
563	0.2288942177
564	0.2288669019
565	0.2288426068
566	0.2288120764
567	0.2287987286
568	0.2287856143
569	0.2287686145
570	0.2287445616
571	0.2287253862
572	0.2286800622
573	0.2286653566
574	0.2286482803
575	0.2286185343
576	0.2285940329
577	0.228572268
578	0.2285197973
579	0.2285004502
580	0.2284855321
581	0.2284683865
582	0.2284169907
583	0.2284012671
584	0.2283768657
585	0.2283516614
586	0.2283250263
587	0.2282995279
588	0.2282786105
589	0.2282656853
590	0.2282409158
591	0.2282116542
592	0.2281974922
593	0.2281685136
594	0.2281400105
595	0.2281140427
596	0.2280880006
597	0.2280695752
598	0.2280328824
599	0.2280182621
600	0.2280004223
601	0.2279834101
602	0.2279680498
603	0.2279521014
604	0.2279371871
605	0.2279122644
606	0.2278964766
607	0.2278761053
608	0.2278566865
609	0.2278457429
610	0.2278200184
611	0.2278025096
612	0.2277547098
613	0.227739751
614	0.2277219606
615	0.2276897982
616	0.2276673822
617	0.2276357696
618	0.2276145754
619	0.227574437
620	0.2275532565
621	0.2275381852
622	0.2275038299
623	0.227489946
624	0.2274607079
625	0.2274365388
626	0.2274098197
627	0.2273877756
628	0.2273499276
629	0.2273342696
630	0.2272885036
631	0.2272664151
632	0.2272382295
633	0.2272180374
634	0.2271991721
635	0.2271702738
636	0.2271367845
637	0.2271196118
638	0.227094111
639	0.2270811412
640	0.227058939
641	0.227041938
642	0.2270245873
643	0.2270089107
644	0.2269861846
645	0.2269647384
646	0.2269325402
647	0.2269103392
648	0.2268922077
649	0.2268784214
650	0.2268507721
651	0.2268319537
652	0.2268025167
653	0.2267762313
654	0.2267612045
655	0.2267421589
656	0.2267077701
657	0.2266939158
658	0.2266521836
659	0.2266311538
660	0.2266091011
661	0.2265942114
662	0.226581364
663	0.2265536591
664	0.2265227544
665	0.2265062315
666	0.226493536
667	0.2264799794
668	0.2264641769
669	0.2264322306
670	0.2264093872
671	0.2263845113
672	0.2263620447
673	0.226346478
674	0.2263109552
675	0.2262834096
676	0.2262645999
677	0.2262498498
678	0.2262353926
679	0.2262074603
680	0.2261860587
681	0.2261622713
682	0.2261428377
683	0.2261272698
684	0.2261053678
685	0.2260878121
686	0.2260695448
687	0.226051926
688	0.2260372477
689	0.2260220999
690	0.2259902784
691	0.2259722137
692	0.2259585286
693	0.225943172
694	0.2259280971
695	0.2259111106
696	0.2258972452
697	0.2258723818
698	0.2258583619
699	0.2258360769
700	0.2258086709
701	0.2257784309
702	0.2257559322
703	0.225735021
704	0.2257086269
705	0.2256795098
706	0.2256471967
707	0.2256288131
708	0.2256076265
709	0.2255940526
710	0.2255819217
711	0.2255680452
712	0.2255546986
713	0.2255275077
714	0.225506809
715	0.2254761958
716	0.2254615396
717	0.2254465746
718	0.225433028
719	0.2254163457
720	0.2254008099
721	0.2253673638
722	0.2253417357
723	0.2253157914
724	0.2252972337
725	0.2252838427
726	0.2252591338
727	0.2252393567
728	0.2252105275
729	0.2251784281
730	0.2251649469
731	0.2251469699
732	0.2251215666
733	0.2250919715
734	0.2250712629
735	0.2250558914
736	0.2250303288
737	0.2250118724
738	0.2249982689
739	0.2249821685
740	0.2249635874
741	0.2249504645
742	0.2249359195
743	0.2249182452
744	0.2248943455
745	0.2248792397
746	0.2248600729
747	0.2248420526
748	0.2248224423
749	0.224803199
750	0.2247795389
751	0.2247645776
752	0.2247486305
753	0.2247297936
754	0.2247175009
755	0.2246957124
756	0.2246720585
757	0.2246528078
758	0.2246411452
759	0.2246247619
760	0.2246046549
761	0.224584669
762	0.2245692321
763	0.2245469051
764	0.2245293593
765	0.2245174397
766	0.224501595
767	0.2244815919
768	0.224465741
769	0.2244449891
770	0.2244232032
771	0.2243861682
772	0.2243668828
773	0.2243513421
774	0.2243396338
775	0.2243108898
776	0.2242907211
777	0.2242653746
778	0.2242447303
779	0.2242351012
780	0.2242214569
781	0.2242043298
782	0.2241816273
783	0.2241575385
784	0.2241337697
785	0.2241099033
786	0.2240951039
787	0.2240747573
788	0.2240522956
789	0.2240357517
790	0.2240213216
791	0.2239988402
792	0.2239804728
793	0.2239640512
794	0.2239493062
795	0.2239364797
796	0.2239210589
797	0.2239071761
798	0.2238907026
799	0.2238717558
800	0.2238534082
801	0.2238263494
802	0.2237993635
803	0.2237844195
804	0.223771178
805	0.2237375096
806	0.223719393
807	0.2237050865
808	0.2236917251
809	0.2236739223
810	0.2236624215
811	0.2236363462
812	0.2236227933
813	0.223605796
814	0.2235822681
815	0.2235688153
816	0.2235465637
817	0.2235335494
818	0.2234876138
819	0.2234732592
820	0.223462171
821	0.2234395846
822	0.223416646
823	0.223401707
824	0.223390415
825	0.2233729988
826	0.2233517899
827	0.223337203
828	0.2233184044
829	0.2233045241
830	0.2232942934
831	0.2232761199
832	0.2232488622
833	0.2232300488
834	0.2231995073
835	0.2231851254
836	0.2231695142
837	0.223158095
838	0.2231261648
839	0.2231030558
840	0.2230881513
841	0.2230751841
842	0.2230609011
843	0.2230530251
844	0.2230355979
845	0.2230080252
846	0.2229934753
847	0.2229808342
848	0.222969662
849	0.222954912
850	0.2229389253
851	0.2229219058
852	0.2229134763
853	0.2228995973
854	0.2228860505
855	0.22285882
856	0.2228482631
857	0.2228341468
858	0.2228113158
859	0.2227933511
860	0.2227765663
861	0.2227621412
862	0.2227494915
863	0.222739283
864	0.222725929
865	0.2227149038
866	0.222698759
867	0.2226831133
868	0.2226632325
869	0.2226465552
870	0.2226321758
871	0.2226008349
872	0.2225896121
873	0.2225698622
874	0.2225532158
875	0.2225437349
876	0.2225162549
877	0.2224859246
878	0.2224731105
879	0.2224530172
880	0.2224393099
881	0.222407082
882	0.2223895374
883	0.2223750505
884	0.2223506925
885	0.2223382898
886	0.222327618
887	0.2223111174
888	0.2222837695
889	0.2222677952
890	0.2222519209
891	0.222230114
892	0.2222089162
893	0.2221968284
894	0.2221724382
895	0.2221553038
896	0.2221411047
897	0.2221291913
898	0.2221140892
899	0.2220958947
900	0.222074582
901	0.2220502312
902	0.2220365276
903	0.2220282069
904	0.2220131802
905	0.221987468
906	0.2219793511
907	0.2219533276
908	0.2219393918
909	0.2219222166
910	0.2219142615
911	0.2219009199
912	0.2218792402
913	0.2218624195
914	0.2218504493
915	0.2218386619
916	0.2218199041
917	0.2218039804
918	0.2217900643
919	0.2217696349
920	0.2217482134
921	0.2217333509
922	0.2217146475
923	0.2216948433
924	0.2216768638
925	0.2216669518
926	0.2216521783
927	0.2216343484
928	0.221612691
929	0.2215945768
930	0.2215803519
931	0.2215650854
932	0.2215510841
933	0.2215278392
934	0.2215114374
935	0.221495846
936	0.2214799545
937	0.2214681016
938	0.2214577374
939	0.2214424932
940	0.2214197869
941	0.2214005362
942	0.221384762
943	0.2213644289
944	0.2213490427
945	0.2213353848
946	0.2213149814
947	0.2213017324
948	0.2212942419
949	0.221277483
950	0.2212494927
951	0.221223725
952	0.2212076889
953	0.2211947401
954	0.2211756277
955	0.2211630583
956	0.2211507915
957	0.2211336249
958	0.2211212383
959	0.221110506
960	0.2210973731
961	0.221078729
962	0.2210589877
963	0.2210435199
964	0.2210270797
965	0.2210117701
966	0.2209892701
967	0.220974037
968	0.2209594773
969	0.2209455241
970	0.220923055
971	0.2209146737
972	0.2209012333
973	0.2208869206
974	0.2208659896
975	0.2208518166
976	0.2208371666
977	0.2208157773
978	0.2208055884
979	0.2207863117
980	0.2207659145
981	0.2207513312
982	0.2207374065
983	0.2207185919
984	0.2207053417
985	0.2206854213
986	0.2206596276
987	0.2206342355
988	0.2206221639
989	0.2206097513
990	0.2205896024
991	0.2205705716
992	0.2205608659
993	0.2205482211
994	0.2205385463
995	0.2205259052
996	0.2205132752
997	0.2204949658
998	0.220477567
999	0.2204619397
1000	0.2204484251
1001	0.2204270173
1002	0.2204122549
1003	0.2204005972
1004	0.2203731802
1005	0.2203514499
1006	0.2203416676
1007	0.2203232026
1008	0.220309121
1009	0.2202816828
1010	0.2202739106
1011	0.2202596659
1012	0.2202478513
1013	0.220233934
1014	0.2202154554
1015	0.2201988695
1016	0.2201779781
1017	0.2201643017
1018	0.2201479703
1019	0.2201356467
1020	0.2201146021
1021	0.2200959888
1022	0.220074009
1023	0.220051231
1024	0.2200397834
1025	0.2200176268
1026	0.2200031635
1027	0.2199877537
1028	0.2199748457
1029	0.219955889
1030	0.2199458967
1031	0.2199355585
1032	0.219922989
1033	0.2199138035
1034	0.2199012353
1035	0.2198822748
1036	0.2198642348
1037	0.2198520792
1038	0.2198406637
1039	0.2198277656
1040	0.2198151467
1041	0.2198009885
1042	0.219792874
1043	0.2197707644
1044	0.2197569546
1045	0.2197413669
1046	0.2197294708
1047	0.2197171633
1048	0.219708635
1049	0.2196980905
1050	0.2196804408
1051	0.2196707426
1052	0.2196577061
1053	0.2196455777
1054	0.2196308191
1055	0.2196161568
1056	0.2195989025
1057	0.2195755847
1058	0.2195580166
1059	0.2195441647
1060	0.2195282003
1061	0.2195083343
1062	0.2194902684
1063	0.2194772368
1064	0.2194657126
1065	0.2194459812
1066	0.2194282266
1067	0.2194180082
1068	0.2194027813
1069	0.2193941456
1070	0.219382898
1071	0.2193739769
1072	0.2193449056
1073	0.219331323
1074	0.2193130582
1075	0.2193016192
1076	0.2192902333
1077	0.2192723143
1078	0.2192474076
1079	0.2192308452
1080	0.2192221106
1081	0.2192052677
1082	0.2191903731
1083	0.2191801139
1084	0.2191609546
1085	0.2191454473
1086	0.2191351313
1087	0.2191215883
1088	0.2191113291
1089	0.2190987732
1090	0.2190817611
1091	0.2190669963
1092	0.2190522599
1093	0.2190382907
1094	0.2190254197
1095	0.2190130109
1096	0.2190024552
1097	0.2189772249
1098	0.2189643305
1099	0.2189494457
1100	0.2189296476
1101	0.2189170374
1102	0.2189044778
1103	0.2188922148
1104	0.2188786694
1105	0.2188651795
1106	0.2188508557
1107	0.218830624
1108	0.2188189329
1109	0.2188058199
1110	0.2187895367
1111	0.2187807749
1112	0.2187653009
1113	0.2187544636
1114	0.2187424278
1115	0.2187239579
1116	0.2187067283
1117	0.2186949483
1118	0.2186762202
1119	0.2186622683
1120	0.2186456379
1121	0.2186292459
1122	0.2186083891
1123	0.2185971305
1124	0.2185787334
1125	0.2185626033
1126	0.2185554674
1127	0.2185394869
1128	0.2185261873
1129	0.2185159219
1130	0.2184969726
1131	0.218477492
1132	0.218464757
1133	0.2184441597
1134	0.2184334347
1135	0.218420145
1136	0.2184014193
1137	0.218392534
1138	0.2183779273
1139	0.2183654629
1140	0.2183550098
1141	0.2183413259
1142	0.2183285032
1143	0.2183179302
1144	0.2183119877
1145	0.218303662
1146	0.2182784811
1147	0.2182680984
1148	0.2182552745
1149	0.2182457467
1150	0.218233176
1151	0.2182136386
1152	0.2182012298
1153	0.2181885985
1154	0.2181739251
1155	0.2181599929
1156	0.2181466526
1157	0.2181355224
1158	0.2181256302
1159	0.2181074234
1160	0.218095463
1161	0.2180773353
1162	0.2180624296
1163	0.2180491028
1164	0.2180349619
1165	0.218020375
1166	0.2180101171
1167	0.2180006029
1168	0.2179807912
1169	0.2179632491
1170	0.2179518286
1171	0.21792443
1172	0.2179121373
1173	0.2178987846
1174	0.217883045
1175	0.2178693896
1176	0.2178522885
1177	0.217830111
1178	0.2177959521
1179	0.2177883417
1180	0.2177753546
1181	0.2177636216
1182	0.2177548413
1183	0.217743338
1184	0.2177353904
1185	0.2177206984
1186	0.2177081265
1187	0.2176967604
1188	0.2176868904
1189	0.2176675445
1190	0.217656659
1191	0.2176450149
1192	0.217627301
1193	0.2176159176
1194	0.2176088323
1195	0.2175923304
1196	0.2175827532
1197	0.2175703703
1198	0.2175614491
1199	0.2175491354
